Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,TotalSamples,Negative,Positive
7439.0,2020-10-18,8:00 AM,Arunachal Pradesh,-,-,10315.0,30.0,13348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7440.0,2020-10-18,8:00 AM,Assam,-,-,171084.0,865.0,200391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7441.0,2020-10-18,8:00 AM,Bihar,-,-,191619.0,990.0,203457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7442.0,2020-10-18,8:00 AM,Chandigarh,-,-,12460.0,207.0,13582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7443.0,2020-10-18,8:00 AM,Chhattisgarh,-,-,129883.0,1439.0,158502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7444.0,2020-10-18,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3119.0,2.0,3180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445.0,2020-10-18,8:00 AM,Delhi,-,-,298853.0,5981.0,327718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7446.0,2020-10-18,8:00 AM,Goa,-,-,36035.0,538.0,40400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7447.0,2020-10-18,8:00 AM,Gujarat,-,-,140282.0,3626.0,158473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7448.0,2020-10-18,8:00 AM,Haryana,-,-,137176.0,1640.0,149081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7449.0,2020-10-18,8:00 AM,Himachal Pradesh,-,-,15852.0,265.0,18797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450.0,2020-10-18,8:00 AM,Jammu and Kashmir,-,-,77288.0,1372.0,87364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7451.0,2020-10-18,8:00 AM,Jharkhand,-,-,88559.0,832.0,95967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7452.0,2020-10-18,8:00 AM,Karnataka,-,-,637481.0,10427.0,758574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7453.0,2020-10-18,8:00 AM,Kerala,-,-,236989.0,1139.0,334228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7454.0,2020-10-18,8:00 AM,Ladakh,-,-,4535.0,66.0,5534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7455.0,2020-10-18,8:00 AM,Madhya Pradesh,-,-,142707.0,2753.0,159158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456.0,2020-10-18,8:00 AM,Maharashtra,-,-,1358606.0,41965.0,1586321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7457.0,2020-10-18,8:00 AM,Manipur,-,-,11443.0,111.0,15141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458.0,2020-10-18,8:00 AM,Meghalaya,-,-,6034.0,75.0,8404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7459.0,2020-10-18,8:00 AM,Mizoram,-,-,2145.0,0.0,2253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7460.0,2020-10-18,8:00 AM,Nagaland,-,-,6141.0,27.0,7698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7461.0,2020-10-18,8:00 AM,Odisha,-,-,244227.0,1121.0,266345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462.0,2020-10-18,8:00 AM,Puducherry,-,-,27984.0,574.0,32978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463.0,2020-10-18,8:00 AM,Punjab,-,-,116925.0,3999.0,127154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7464.0,2020-10-18,8:00 AM,Rajasthan,-,-,148291.0,1735.0,171281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7465.0,2020-10-18,8:00 AM,Sikkim,-,-,3233.0,59.0,3567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7466.0,2020-10-18,8:00 AM,Tamil Nadu,-,-,632708.0,10586.0,683486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467.0,2020-10-18,8:00 AM,Telengana,-,-,198790.0,1271.0,222111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468.0,2020-10-18,8:00 AM,Tripura,-,-,26222.0,329.0,29468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7469.0,2020-10-18,8:00 AM,Uttarakhand,-,-,51186.0,924.0,57648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470.0,2020-10-18,8:00 AM,Uttar Pradesh,-,-,411611.0,6629.0,452660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7471.0,2020-10-18,8:00 AM,West Bengal,-,-,277940.0,5992.0,317053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472.0,2020-10-19,8:00 AM,Andaman and Nicobar Islands,-,-,3868.0,56.0,4108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473.0,2020-10-19,8:00 AM,Andhra Pradesh,-,-,740229.0,6429.0,783132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474.0,2020-10-19,8:00 AM,Arunachal Pradesh,-,-,10552.0,30.0,13406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475.0,2020-10-19,8:00 AM,Assam,-,-,171683.0,868.0,200709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476.0,2020-10-19,8:00 AM,Bihar,-,-,192783.0,996.0,204363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7477.0,2020-10-19,8:00 AM,Chandigarh,-,-,12554.0,208.0,13646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478.0,2020-10-19,8:00 AM,Chhattisgarh,-,-,132168.0,1478.0,160396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7479.0,2020-10-19,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3127.0,2.0,3183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480.0,2020-10-19,8:00 AM,Delhi,-,-,301716.0,6009.0,331017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481.0,2020-10-19,8:00 AM,Goa,-,-,36395.0,544.0,40587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7482.0,2020-10-19,8:00 AM,Gujarat,-,-,141515.0,3635.0,159564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483.0,2020-10-19,8:00 AM,Haryana,-,-,138351.0,1640.0,150033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7484.0,2020-10-19,8:00 AM,Himachal Pradesh,-,-,16069.0,268.0,18967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485.0,2020-10-19,8:00 AM,Jammu and Kashmir,-,-,77886.0,1379.0,87942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7486.0,2020-10-19,8:00 AM,Jharkhand,-,-,89011.0,839.0,96352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7487.0,2020-10-19,8:00 AM,Karnataka,-,-,645825.0,10478.0,765586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488.0,2020-10-19,8:00 AM,Kerala,-,-,245399.0,1161.0,341859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7489.0,2020-10-19,8:00 AM,Ladakh,-,-,4615.0,66.0,5598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7490.0,2020-10-19,8:00 AM,Madhya Pradesh,-,-,144134.0,2773.0,160188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7491.0,2020-10-19,8:00 AM,Maharashtra,-,-,1369810.0,42115.0,1595381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7492.0,2020-10-19,8:00 AM,Manipur,-,-,11741.0,116.0,15463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7493.0,2020-10-19,8:00 AM,Meghalaya,-,-,6282.0,75.0,8508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7494.0,2020-10-19,8:00 AM,Mizoram,-,-,2148.0,0.0,2253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495.0,2020-10-19,8:00 AM,Nagaland,-,-,6206.0,27.0,7816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7496.0,2020-10-19,8:00 AM,Odisha,-,-,246837.0,1135.0,268364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7497.0,2020-10-19,8:00 AM,Puducherry,-,-,28290.0,574.0,33141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498.0,2020-10-19,8:00 AM,Punjab,-,-,117883.0,4012.0,127630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7499.0,2020-10-19,8:00 AM,Rajasthan,-,-,150379.0,1748.0,173266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500.0,2020-10-19,8:00 AM,Sikkim,-,-,3265.0,60.0,3597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7501.0,2020-10-19,8:00 AM,Tamil Nadu,-,-,637637.0,10642.0,687400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7502.0,2020-10-19,8:00 AM,Telengana,-,-,200686.0,1275.0,223059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7503.0,2020-10-19,8:00 AM,Tripura,-,-,26550.0,331.0,29553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7504.0,2020-10-19,8:00 AM,Uttarakhand,-,-,51369.0,927.0,58024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7505.0,2020-10-19,8:00 AM,Uttar Pradesh,-,-,415592.0,6658.0,455146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506.0,2020-10-19,8:00 AM,West Bengal,-,-,281053.0,6056.0,321036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507.0,2020-10-20,8:00 AM,Andaman and Nicobar Islands,-,-,3892.0,56.0,4126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508.0,2020-10-20,8:00 AM,Andhra Pradesh,-,-,744532.0,6453.0,786050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509.0,2020-10-20,8:00 AM,Arunachal Pradesh,-,-,10780.0,30.0,13643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510.0,2020-10-20,8:00 AM,Assam,-,-,173213.0,875.0,201407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7511.0,2020-10-20,8:00 AM,Bihar,-,-,194005.0,1003.0,205945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512.0,2020-10-20,8:00 AM,Chandigarh,-,-,12617.0,208.0,13686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7513.0,2020-10-20,8:00 AM,Chhattisgarh,-,-,135259.0,1534.0,162772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7514.0,2020-10-20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3140.0,2.0,3185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7515.0,2020-10-20,8:00 AM,Delhi,-,-,304561.0,6040.0,333171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7516.0,2020-10-20,8:00 AM,Goa,-,-,36914.0,549.0,40746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517.0,2020-10-20,8:00 AM,Gujarat,-,-,142662.0,3643.0,160560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7518.0,2020-10-20,8:00 AM,Haryana,-,-,139511.0,1648.0,151234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7519.0,2020-10-20,8:00 AM,Himachal Pradesh,-,-,16270.0,272.0,19135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7520.0,2020-10-20,8:00 AM,Jammu and Kashmir,-,-,78667.0,1388.0,88369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7521.0,2020-10-20,8:00 AM,Jharkhand,-,-,89780.0,842.0,96842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7522.0,2020-10-20,8:00 AM,Karnataka,-,-,653829.0,10542.0,770604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7523.0,2020-10-20,8:00 AM,Kerala,-,-,252868.0,1182.0,346881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7524.0,2020-10-20,8:00 AM,Ladakh,-,-,4701.0,66.0,5647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7525.0,2020-10-20,8:00 AM,Madhya Pradesh,-,-,145421.0,2786.0,161203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7526.0,2020-10-20,8:00 AM,Maharashtra,-,-,1384879.0,42240.0,1601365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527.0,2020-10-20,8:00 AM,Manipur,-,-,11913.0,117.0,15778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7528.0,2020-10-20,8:00 AM,Meghalaya,-,-,6392.0,75.0,8536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7529.0,2020-10-20,8:00 AM,Mizoram,-,-,2151.0,0.0,2280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530.0,2020-10-20,8:00 AM,Nagaland,-,-,6273.0,27.0,7953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7531.0,2020-10-20,8:00 AM,Odisha,-,-,249575.0,1152.0,270346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7532.0,2020-10-20,8:00 AM,Puducherry,-,-,28520.0,575.0,33247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7533.0,2020-10-20,8:00 AM,Punjab,-,-,118767.0,4029.0,128103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7534.0,2020-10-20,8:00 AM,Rajasthan,-,-,152573.0,1760.0,175226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7535.0,2020-10-20,8:00 AM,Sikkim,-,-,3276.0,62.0,3601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536.0,2020-10-20,8:00 AM,Tamil Nadu,-,-,642152.0,10691.0,690936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7537.0,2020-10-20,8:00 AM,Telengana,-,-,202577.0,1282.0,224545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7538.0,2020-10-20,8:00 AM,Tripura,-,-,26748.0,331.0,29688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7539.0,2020-10-20,8:00 AM,Uttarakhand,-,-,51900.0,933.0,58360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7540.0,2020-10-20,8:00 AM,Uttar Pradesh,-,-,418685.0,6685.0,456865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7541.0,2020-10-20,8:00 AM,West Bengal,-,-,284325.0,6119.0,325028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7542.0,2020-10-21,8:00 AM,Andaman and Nicobar Islands,-,-,3902.0,56.0,4141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7543.0,2020-10-21,8:00 AM,Andhra Pradesh,-,-,749676.0,6481.0,789553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7544.0,2020-10-21,8:00 AM,Arunachal Pradesh,-,-,11035.0,31.0,13778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7545.0,2020-10-21,8:00 AM,Assam,-,-,174414.0,884.0,202073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7546.0,2020-10-21,8:00 AM,Bihar,-,-,195046.0,1011.0,207405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7547.0,2020-10-21,8:00 AM,Chandigarh,-,-,12724.0,209.0,13743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548.0,2020-10-21,8:00 AM,Chhattisgarh,-,-,137986.0,1584.0,165279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549.0,2020-10-21,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3153.0,2.0,3194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550.0,2020-10-21,8:00 AM,Delhi,-,-,306747.0,6081.0,336750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551.0,2020-10-21,8:00 AM,Goa,-,-,37275.0,555.0,41031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7552.0,2020-10-21,8:00 AM,Gujarat,-,-,143790.0,3651.0,161686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7553.0,2020-10-21,8:00 AM,Haryana,-,-,140436.0,1660.0,152174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554.0,2020-10-21,8:00 AM,Himachal Pradesh,-,-,16487.0,274.0,19357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7555.0,2020-10-21,8:00 AM,Jammu and Kashmir,-,-,79437.0,1397.0,88958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556.0,2020-10-21,8:00 AM,Jharkhand,-,-,90385.0,849.0,97414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7557.0,2020-10-21,8:00 AM,Karnataka,-,-,662329.0,10608.0,776901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558.0,2020-10-21,8:00 AM,Kerala,-,-,260243.0,1206.0,353472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559.0,2020-10-21,8:00 AM,Ladakh,-,-,4787.0,67.0,5695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560.0,2020-10-21,8:00 AM,Madhya Pradesh,-,-,146860.0,2811.0,162178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7561.0,2020-10-21,8:00 AM,Maharashtra,-,-,1392308.0,42453.0,1609516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7562.0,2020-10-21,8:00 AM,Manipur,-,-,12059.0,121.0,16062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563.0,2020-10-21,8:00 AM,Meghalaya,-,-,6497.0,76.0,8593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7564.0,2020-10-21,8:00 AM,Mizoram,-,-,2165.0,0.0,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7565.0,2020-10-21,8:00 AM,Nagaland,-,-,6334.0,28.0,8020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7566.0,2020-10-21,8:00 AM,Odisha,-,-,252197.0,1168.0,272250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7567.0,2020-10-21,8:00 AM,Puducherry,-,-,28774.0,577.0,33452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7568.0,2020-10-21,8:00 AM,Punjab,-,-,119658.0,4037.0,128590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7569.0,2020-10-21,8:00 AM,Rajasthan,-,-,155095.0,1774.0,177123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7570.0,2020-10-21,8:00 AM,Sikkim,-,-,3326.0,63.0,3643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7571.0,2020-10-21,8:00 AM,Tamil Nadu,-,-,646555.0,10741.0,694030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7572.0,2020-10-21,8:00 AM,Telengana,-,-,204388.0,1287.0,226124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7573.0,2020-10-21,8:00 AM,Tripura,-,-,27013.0,332.0,29800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7574.0,2020-10-21,8:00 AM,Uttarakhand,-,-,52291.0,946.0,58601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575.0,2020-10-21,8:00 AM,Uttar Pradesh,-,-,422024.0,6714.0,459154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7576.0,2020-10-21,8:00 AM,West Bengal,-,-,287707.0,6180.0,329057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7577.0,2020-10-22,8:00 AM,Andaman and Nicobar Islands,-,-,3913.0,56.0,4168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7578.0,2020-10-22,8:00 AM,Andhra Pradesh,-,-,754415.0,6508.0,793299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7579.0,2020-10-22,8:00 AM,Arunachal Pradesh,-,-,11199.0,31.0,13912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7580.0,2020-10-22,8:00 AM,Assam,-,-,176078.0,889.0,202774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7581.0,2020-10-22,8:00 AM,Bihar,-,-,196240.0,1019.0,208377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7582.0,2020-10-22,8:00 AM,Chandigarh,-,-,12842.0,209.0,13795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7583.0,2020-10-22,8:00 AM,Chhattisgarh,-,-,140216.0,1628.0,167639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584.0,2020-10-22,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3161.0,2.0,3207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7585.0,2020-10-22,8:00 AM,Delhi,-,-,310191.0,6128.0,340436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586.0,2020-10-22,8:00 AM,Goa,-,-,37683.0,557.0,41339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7587.0,2020-10-22,8:00 AM,Gujarat,-,-,144970.0,3660.0,162823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7588.0,2020-10-22,8:00 AM,Haryana,-,-,141506.0,1674.0,153367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7589.0,2020-10-22,8:00 AM,Himachal Pradesh,-,-,16706.0,279.0,19621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590.0,2020-10-22,8:00 AM,Jammu and Kashmir,-,-,80092.0,1402.0,89582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7591.0,2020-10-22,8:00 AM,Jharkhand,-,-,91004.0,851.0,98061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592.0,2020-10-22,8:00 AM,Karnataka,-,-,671618.0,10696.0,782773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593.0,2020-10-22,8:00 AM,Kerala,-,-,267082.0,1232.0,361841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594.0,2020-10-22,8:00 AM,Ladakh,-,-,4865.0,68.0,5781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595.0,2020-10-22,8:00 AM,Madhya Pradesh,-,-,148082.0,2828.0,163296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596.0,2020-10-22,8:00 AM,Maharashtra,-,-,1415679.0,42633.0,1617658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597.0,2020-10-22,8:00 AM,Manipur,-,-,12297.0,124.0,16267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7598.0,2020-10-22,8:00 AM,Meghalaya,-,-,6674.0,77.0,8621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7599.0,2020-10-22,8:00 AM,Mizoram,-,-,2174.0,0.0,2341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600.0,2020-10-22,8:00 AM,Nagaland,-,-,6428.0,28.0,8139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7601.0,2020-10-22,8:00 AM,Odisha,-,-,254913.0,1181.0,274181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7602.0,2020-10-22,8:00 AM,Puducherry,-,-,29016.0,580.0,33622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603.0,2020-10-22,8:00 AM,Punjab,-,-,120220.0,4060.0,129088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7604.0,2020-10-22,8:00 AM,Rajasthan,-,-,157960.0,1788.0,178933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605.0,2020-10-22,8:00 AM,Sikkim,-,-,3361.0,63.0,3677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7606.0,2020-10-22,8:00 AM,Tamil Nadu,-,-,650856.0,10780.0,697116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7607.0,2020-10-22,8:00 AM,Telengana,-,-,206105.0,1292.0,227580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608.0,2020-10-22,8:00 AM,Tripura,-,-,27252.0,334.0,29925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7609.0,2020-10-22,8:00 AM,Uttarakhand,-,-,53061.0,960.0,59106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610.0,2020-10-22,8:00 AM,Uttar Pradesh,-,-,425356.0,6755.0,461475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7611.0,2020-10-22,8:00 AM,West Bengal,-,-,291303.0,6244.0,333126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7612.0,2020-10-23,8:00 AM,Andaman and Nicobar Islands,-,-,3937.0,57.0,4184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7613.0,2020-10-23,8:00 AM,Andhra Pradesh,-,-,758138.0,6524.0,796919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614.0,2020-10-23,8:00 AM,Arunachal Pradesh,-,-,11407.0,32.0,14077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615.0,2020-10-23,8:00 AM,Assam,-,-,177662.0,896.0,203282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7616.0,2020-10-23,8:00 AM,Bihar,-,-,197208.0,1026.0,209447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7617.0,2020-10-23,8:00 AM,Chandigarh,-,-,12924.0,212.0,13848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618.0,2020-10-23,8:00 AM,Chhattisgarh,-,-,143212.0,1680.0,170130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619.0,2020-10-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3164.0,2.0,3213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620.0,2020-10-23,8:00 AM,Delhi,-,-,312918.0,6163.0,344318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7621.0,2020-10-23,8:00 AM,Goa,-,-,38031.0,564.0,41586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622.0,2020-10-23,8:00 AM,Gujarat,-,-,146171.0,3667.0,163959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623.0,2020-10-23,8:00 AM,Haryana,-,-,142798.0,1688.0,154495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624.0,2020-10-23,8:00 AM,Himachal Pradesh,-,-,16937.0,284.0,19844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625.0,2020-10-23,8:00 AM,Jammu and Kashmir,-,-,80802.0,1412.0,90166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7626.0,2020-10-23,8:00 AM,Jharkhand,-,-,91629.0,859.0,98610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627.0,2020-10-23,8:00 AM,Karnataka,-,-,684835.0,10770.0,788551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
